input_name,normalized,slug,found,method,confidence,source_url,saved_path,variants_tried,error
nl south dartford,nl dartford,nl_dartford,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/94/OJ_L_62_of_2022_-_NL_Dutch.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_dartford.png,nl dartford,
nl south dover athletic,nl dover athletic,nl_dover_athletic,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/4c/Esercitazioni_architettoniche_sopra_gli_spettacoli_degli_antichi_-_con_appendice_sul_bello_in_generale_..._%28IA_esercitazioniarc00marq%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_dover_athletic.png,nl dover athletic,
nl southbourne borough,nl southbourne borough,nl_southbourne_borough,True,master_reuse:hbo,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_southbourne_borough.svg,hbo,
nl south farnborough,nl farnborough,nl_farnborough,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/30/OJ_C_58_of_2017_-_NL_Dutch.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_farnborough.png,nl farnborough,
nl south hampton & richmond borough,nl hampton & richmond borough,nl_hampton_richmond_borough,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/33/List_of_Registered_Voters_in_New_York_City%2C_1924_-_Brooklyn_Assembly_District_05.djvu,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_hampton_richmond_borough.png,nl hampton & richmond borough,
nl south havant & waterlooville,nl havant & waterlooville,nl_havant_waterlooville,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/3/35/OJ_C_490_of_2016_-_NL_Dutch.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_havant_waterlooville.png,nl havant & waterlooville | nl havant,
nl south hemel hempstead town,nl hemel hempstead town,nl_hemel_hempstead_town,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/02/The_Ibis_%28IA_ibis1061918191318brit%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_hemel_hempstead_town.png,nl hemel hempstead town,
nl south maidstone united,nl maidstone united,nl_maidstone_united,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/74/OJ_C_349_of_2018_-_NL_Dutch.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_maidstone_united.png,nl maidstone united,
nl south slough town,nl slough town,nl_slough_town,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/48/Final_supplement%2C_final_environmental_impact_statement-_Bonneville_Power_Administration%2C_Crow_Butte_Slough_Crossing%2C_supplement_to_final_EIS%2C_Ashe-Slatt%2C_%28Pebble_Springs%29_500-kV_transmission_line_-_USACE-p16021coll7-22457.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_slough_town.png,nl slough town,
nl south st albans city,nl st albans city,nl_st_albans_city,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/8c/OJ_L_136_of_2018_-_NL_Dutch.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_st_albans_city.png,nl st albans city,
nl south taunton town,nl taunton town,nl_taunton_town,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d0/Annual_report_of_the_trustees_of_the_State_Lunatic_Hospital_at_Taunton_%28IA_annualreportoftr18741883%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_taunton_town.png,nl taunton town,
nl south tonbridge angels,nl tonbridge angels,nl_tonbridge_angels,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c5/Academy_Architecture_and_Architectural_Review_1893-_Vol_5_%28IA_sim_academy-architecture-and-architectural-review_1893_5%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_tonbridge_angels.png,nl tonbridge angels,
nl south torquay united,nl torquay united,nl_torquay_united,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/4c/OJ_C_69_of_2015_-_NL_Dutch.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_torquay_united.png,nl torquay united,
nl south truro city,nl truro city,nl_truro_city,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/ea/OJ_C_202402675_of_2024_-_NL_Dutch.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_truro_city.png,nl truro city,
nl south welling united,nl welling united,nl_welling_united,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/66/Johannes_Vermeer_%281632-1675%29_-_The_Girl_With_The_Pearl_Earring_%281665%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_welling_united.jpg,nl welling united,
nl southon-super-mare,nl southon super mare,nl_southon_super_mare,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/5/5e/De_T%C4%B3d_-_godsdienstig-staatkundig_dagblad_06-03-1852_%28IA_ddd_010247679_mpeg21%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_southon_super_mare.png,nl southon super mare | nl southon,
nl south weymouth,nl weymouth,nl_weymouth,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/34/Weymouth_Gazette_1923_September_%28IA_WeymouthGazette192309%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_weymouth.png,nl weymouth,
nl south worthing,nl worthing,nl_worthing,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/98/Dreesen_Gr%C3%B6de2.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_worthing.jpg,nl worthing,
nl south yeovil town,nl yeovil town,nl_yeovil_town,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nl_yeovil_town.png,,
spfl aberdeen,spfl aberdeen,spfl_aberdeen,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/ce/Sixty-seventh_annual_report_of_the_directors_of_the_Dundee_Royal_Asylum_for_Lunatics_-_submitted%2C_in_terms_of_their_charter%2C_to_a_general_meeting_of_the_directors%2C_20th_June_%28IA_b30315542%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spfl_aberdeen.png,spfl aberdeen,
spfl celtic,spfl celtic,spfl_celtic,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/27/ScottBain2018.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spfl_celtic.jpg,spfl celtic,
spfl dundee,spfl dundee,spfl_dundee,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/ce/Sixty-seventh_annual_report_of_the_directors_of_the_Dundee_Royal_Asylum_for_Lunatics_-_submitted%2C_in_terms_of_their_charter%2C_to_a_general_meeting_of_the_directors%2C_20th_June_%28IA_b30315542%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spfl_dundee.png,spfl dundee,
spfl dundee united,spfl dundee united,spfl_dundee_united,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/ce/Sixty-seventh_annual_report_of_the_directors_of_the_Dundee_Royal_Asylum_for_Lunatics_-_submitted%2C_in_terms_of_their_charter%2C_to_a_general_meeting_of_the_directors%2C_20th_June_%28IA_b30315542%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spfl_dundee_united.png,spfl dundee united,
spfl hearts,spfl hearts,spfl_hearts,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/cd/A_practical_analysis_of_seventy_cases_of_inflammatory%2C_functional_and_structural_disease_of_the_heart_-_with_observations_on_the_treatment_and_prevention_%28IA_b21962613%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spfl_hearts.png,spfl hearts,
spfl hibernian,spfl hibernian,spfl_hibernian,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/7/7b/SPFL_Reserve_League_Winners_2018_19_-_Rangers_%2846874438075%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spfl_hibernian.jpg,spfl hibernian | spfl,
spfl kilmarnock,spfl kilmarnock,spfl_kilmarnock,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/7/7b/SPFL_Reserve_League_Winners_2018_19_-_Rangers_%2846874438075%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spfl_kilmarnock.jpg,spfl kilmarnock | spfl,
spfl motherwell,spfl motherwell,spfl_motherwell,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f1/KeithLasley.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spfl_motherwell.jpg,spfl motherwell,
spfl rangers,spfl rangers,spfl_rangers,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d7/SPFL_Reserve_League_Winners_2018_19_-_Rangers_%2846874436385%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spfl_rangers.jpg,spfl rangers,
spfl ross county,spfl ross county,spfl_ross_county,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/09/Principal_range_plants_of_the_central_and_southern_Rocky_Mountains_-_names_and_symbols_%28IA_CAT76677458%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spfl_ross_county.png,spfl ross county,
spfl st johnstone,spfl st johnstone,spfl_st_johnstone,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/16/Hamilton_Academical_v_St_Johnstone_%2824077255187%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spfl_st_johnstone.jpg,spfl st johnstone,
spfl st mirren,spfl st mirren,spfl_st_mirren,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d8/Paisley_2021_Stadium%2C_St_Mirren_FC_2017.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spfl_st_mirren.jpg,spfl st mirren,
sch airdrieonians,sch airdrieonians,sch_airdrieonians,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/3/35/Festival_des_Vieilles_Charrues_2022_-_SCH_-_038_%28cropped%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sch_airdrieonians.jpg,sch airdrieonians | sch,
sch ayr united,sch ayr united,sch_ayr_united,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/78/The_Petroleum_%28Production%29_%28Landward_Areas%29_Regulations_1995_%28UKSI_1995-1436%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sch_ayr_united.png,sch ayr united,
sch dunfermline athletic,sch dunfermline athletic,sch_dunfermline_athletic,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/4/42/Monthly_Record_of_Current_Educational_Publications._Index-_February_1915-January_1916._Bulletin_1916%2C_No._15_%28IA_monthlyrecordofc00bure%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sch_dunfermline_athletic.png,sch dunfermline athletic | sch dunfermline,
sch falkirk,sch falkirk,sch_falkirk,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/33/The_Road_Traffic_%28Parking_Adjudicators%29_%28Falkirk_Council%29_Regulations_2018_%28revoked%29_%28SSI_2018-281%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sch_falkirk.png,sch falkirk,
sch greenock morton,sch greenock morton,sch_greenock_morton,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f8/The_Post-Office_annual_Glasgow_directory_%28IA_postofficeannual187172gla%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sch_greenock_morton.png,sch greenock morton,
sch hamilton academical,sch hamilton academical,sch_hamilton_academical,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/49/Determinants_of_flight_training_performance-_an_analysis_of_the_impact_of_undergraduate_academic_background_%28IA_determinantsoffl109459311%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sch_hamilton_academical.png,sch hamilton academical,
sch livingston,sch livingston,sch_livingston,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/1c/McClure%27s_Magazine%2C_1910-08.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sch_livingston.png,sch livingston,
sch partick thistle,sch partick thistle,sch_partick_thistle,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f8/The_Post-Office_annual_Glasgow_directory_%28IA_postofficeannual187172gla%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sch_partick_thistle.png,sch partick thistle,
sch queen's park,sch queen's park,sch_queen_s_park,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/25/Catalogue_of_plants_which_have_been_found_growing_without_cultivation_in_the_park_and_its_outlying_territories_%28microform%29_-_collected_%28IA_cihm_06772%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sch_queen_s_park.png,sch queen's park,
sch raith rovers,sch raith rovers,sch_raith_rovers,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/1/10/The_Glendale_Evening_News_1923-01-18_%28IA_cgl_004895%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sch_raith_rovers.png,sch raith rovers | sch raith,
dazn,dazn,dazn,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dazn.png,,
gaago,gaago,gaago,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/73/Obras_de_Don_Luis_de_Gongora_.._%28IA_obrasdedonluisde21gong%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\gaago.png,gaago,
clubber,clubber,clubber,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/83/Nightclub_artwork.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\clubber.jpg,clubber,
loi tv,loi,loi,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/5c/Loi_Dresden_2023_6.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\loi.jpg,loi,
matchroom,matchroom,matchroom,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c5/Thanet_Matchroom_Social_Club%2C_Margate_-_geograph.org.uk_-_1715336.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\matchroom.jpg,matchroom,
pdc darts,pdc darts,pdc_darts,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/76/Professional_Darts_Corporation_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\pdc_darts.png,pdc darts,
dirtvision /,dirtvision,dirtvision,True,wikipedia_infobox,0.65,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Reciprocal_function.png/960px-Reciprocal_function.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dirtvision.png,dirtvision | dirtvision logo | dirtvision channel logo | dirtvision tv logo | dirtvision wordmark | dirtvision icon | dirtvision logo svg | wiki:dirtvision->Division by zero,
dirtvision,dirtvision,dirtvision,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dirtvision.png,,
wrc rally tv,wrc rally,wrc_rally,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7c/Peugeot_206_WRC.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\wrc_rally.jpg,wrc rally,
f1 tv main feed,f1 main feed,f1_main_feed,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/56/The_feed_situation_%28IA_feedsituation53unit%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_main_feed.png,f1 main feed,
f1 tv pit lane,f1 pit lane,f1_pit_lane,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c4/Hispania_f1_2010_pit_wall.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_pit_lane.jpg,f1 pit lane,
f1 tv tracker,f1 tracker,f1_tracker,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b3/Singapore_%28SG%29%2C_Marina_Bay_Street_Circuit%2C_F1_Pit_Building_--_2019_--_4478.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_tracker.jpg,f1 tracker,
f1 tv data,f1 data,f1_data,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/84/M2-F1_cockpit_%28E-9649%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_data.jpg,f1 data,
f1 tv oscar piastri,f1 oscar piastri,f1_oscar_piastri,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/05/F1_2025_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_oscar_piastri.png,f1 oscar piastri,
f1 tv lando norris,f1 l&o norris,f1_l_o_norris,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/29/University_of_Maryland_Theses_1872_%28a%29_%28IA_univer72anse%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_l_o_norris.png,f1 l&o norris,
f1 tv charles leclerc,f1 charles leclerc,f1_charles_leclerc,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/98/Ferrari_F1-75_in_Melbourne.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_charles_leclerc.jpg,f1 charles leclerc,
f1 tv lewis hamilton,f1 lewis hamilton,f1_lewis_hamilton,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/ae/Lewis_Hamilton_Mercedes_W08%28Ank_Kumar%2C_Infosys_Limited%29_01.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_lewis_hamilton.jpg,f1 lewis hamilton,
f1 tv max verstappen,f1 verstappen,f1_verstappen,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/05/F1_2025_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_verstappen.png,f1 verstappen,
f1 tv liam lawson,f1 liam lawson,f1_liam_lawson,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/15/FIA_F1_Imola_2025_No._30_Lawson_%283%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_liam_lawson.jpg,f1 liam lawson,
f1 tv george russell,f1 george russell,f1_george_russell,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/05/F1_2025_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_george_russell.png,f1 george russell,
f1 tv andrea kimi antonelli,f1 &rea kimi antonelli,f1_rea_kimi_antonelli,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/2/29/Program_for_1957_Technical_Conference_for_REA_Field_Engineers_%28electric%29_-_January_14_-_18%2C_1957%2C_Junt_Hotel%2C_New_Orleans%2C_Louisiana_%28IA_CAT31411729%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_rea_kimi_antonelli.png,f1 &rea kimi antonelli | f1 &rea,
f1 tv lance stroll,f1 lance stroll,f1_lance_stroll,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/05/F1_2025_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_lance_stroll.png,f1 lance stroll,
f1 tv fernando alonso,f1 fern&o alonso,f1_fern_o_alonso,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/e0/Ocho_comedias%2C_y_ocho_entremeses_nuevos%2C_nunca_representados_-_bdh0000165747.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_fern_o_alonso.png,f1 fern&o alonso,
f1 tv pierre gasly,f1 pierre gasly,f1_pierre_gasly,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/05/F1_2025_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_pierre_gasly.png,f1 pierre gasly,
f1 tv jack doohan,f1 jack doohan,f1_jack_doohan,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/05/F1_2025_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_jack_doohan.png,f1 jack doohan,
f1 tv isack hadjar,f1 isack hadjar,f1_isack_hadjar,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/19/Isack_Hadjar%2C_Le_Frenchie_%C3%A0_la_conqu%C3%AAte_de_la_F1_-_Zack_en_Roue_Libre_avec_Isack_Hadjar_%28S09E9%29.webm,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_isack_hadjar.png,f1 isack hadjar,
f1 tv yuki tsunoda,f1 yuki tsunoda,f1_yuki_tsunoda,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/05/F1_2025_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_yuki_tsunoda.png,f1 yuki tsunoda,
f1 tv esteban ocon,f1 esteban ocon,f1_esteban_ocon,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/05/F1_2025_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_esteban_ocon.png,f1 esteban ocon,
f1 tv oliver bearman,f1 oliver bearman,f1_oliver_bearman,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f8/FIA_F1_Austria_2025_Nr._87_Bearman.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_oliver_bearman.jpg,f1 oliver bearman,
f1 tv alexander albon,f1 alex&er albon,f1_alex_er_albon,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c8/Monitorul_Oficial_al_Rom%C3%A2niei._Partea_1_1940-02-24%2C_nr._046.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_alex_er_albon.png,f1 alex&er albon,
f1 tvrlos sainz,f1 tvrlos sainz,f1_tvrlos_sainz,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/8/80/FIA_Formula_One_World_Championship_Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_tvrlos_sainz.svg,f1 tvrlos sainz | f1 tvrlos | f1,
f1 tv nico hulkenberg,f1 nico hulkenberg,f1_nico_hulkenberg,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/05/F1_2025_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_nico_hulkenberg.png,f1 nico hulkenberg,
f1 tv gabriel bortoleto,f1 gabriel bortoleto,f1_gabriel_bortoleto,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/04/FIA_F1_Austria_2025_Nr._5_Bortoleto.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f1_gabriel_bortoleto.jpg,f1 gabriel bortoleto,
rugby pass,rugby pass,rugby_pass,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/e4/Rugby-Brownsover_Estate_-_geograph.org.uk_-_556360.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\rugby_pass.jpg,rugby pass,
mls atlanta united fc,mls atlanta united fc,mls_atlanta_united_fc,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/84/MLS_crest_logo_RGB_-_Atlanta_United_FC.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_atlanta_united_fc.svg,mls atlanta united fc,
mls austin fc,mls austin fc,mls_austin_fc,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/95/MLS_crest_logo_RGB_-_Austin_FC.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_austin_fc.svg,mls austin fc,
mls cf montreal,mls cf montreal,mls_cf_montreal,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/ac/MLS_crest_logo_RGB_-_CF_Montr%C3%A9al_2021.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_cf_montreal.svg,mls cf montreal,
mls charlotte fc,mls charlotte fc,mls_charlotte_fc,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/76/Charlotte_MLS_2022_interim_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_charlotte_fc.png,mls charlotte fc,
mls chicago fire fc,mls chicago fire fc,mls_chicago_fire_fc,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/97/MLS_crest_logo_RGB_-_Chicago_Fire_2015.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_chicago_fire_fc.svg,mls chicago fire fc,
mls colorado rapids,mls colorado rapids,mls_colorado_rapids,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/78/MLS_crest_logo_RGB_-_Colorado_Rapids.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_colorado_rapids.svg,mls colorado rapids,
mls columbus crew,mls columbus crew,mls_columbus_crew,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/4c/MLS_crest_logo_RGB_-_Columbus_Crew.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_columbus_crew.svg,mls columbus crew,
mls d.c. united,mls d c united,mls_d_c_united,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b7/Ambigram_Jihad_Devil_%28black_and_red_-_animated%29.gif,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_d_c_united.png,mls d c united,
mls fc cincinnati,mls fc cincinnati,mls_fc_cincinnati,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c1/Lucho_Acosta_capit%C3%A3o_do_Cincinnati_pela_MLS_de_2023.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_fc_cincinnati.jpg,mls fc cincinnati,
mls fc dallas,mls fc dallas,mls_fc_dallas,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/82/MLS_FC_Dallas_at_Real_Salt_Lake_%2851428364888%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_fc_dallas.jpg,mls fc dallas,
mls houston dynamo fc,mls houston dynamo fc,mls_houston_dynamo_fc,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/4b/MLS_crest_logo_RGB_-_Houston_Dynamo_2021.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_houston_dynamo_fc.svg,mls houston dynamo fc,
mls inter miami cf,mls inter miami cf,mls_inter_miami_cf,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/48/MLS_crest_logo_RGB_-_Inter_Miami_CF.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_inter_miami_cf.svg,mls inter miami cf,
mls la galaxy,mls la galaxy,mls_la_galaxy,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/70/Los_Angeles_Galaxy_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_la_galaxy.svg,mls la galaxy,
mls los angeles fc,mls los angeles fc,mls_los_angeles_fc,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/96/Los_Angeles_Football_Club_%28temporary_logo%29.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mls_los_angeles_fc.svg,mls los angeles fc,
